Date,FarmName,Plot Area in m2,Activity,Image_url,sequence of visit,tillage,DAP(kg),MOP(kg),SEED,GERMINATION VALUE(%),Channels Constructed,Sprinker installed,Irrigation Done,Seed Variety,Activity image,Growth Stage/Alert,Weeding,Soil,Severity,Weeding Done,Fertilization Done,Tiller value
05/06/2024,Charandas4,862,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas5,1249,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas6,3681,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas7,386,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas8,981,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas9,338,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas10,1436,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas11,1382,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas12,1227,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas13,396,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas14,776,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas15,1013,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas16,164,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas17,2781,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas18,938,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas19,658,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas20,3291,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Charandas1,1224,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas2,1620,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas3,997,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas4,862,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas5,1249,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas6,3681,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas7,386,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas8,981,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas9,338,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas10,1436,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas11,1382,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas12,1227,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas13,396,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas14,776,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas15,1013,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas16,164,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas17,2781,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas18,938,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas19,658,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Charandas20,3291,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Nain singh1,2685,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Nain singh2,2792,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Nain singh3,773,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Nain singh4,3355,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Nain singh1,2685,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Nain singh2,2792,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Nain singh3,773,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Nain singh4,3355,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Nain singh1,2685,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Nain singh2,2792,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Nain singh3,773,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Nain singh4,3355,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Ramesh1,4710,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Ramesh2,634,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Ramesh3,809,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Ramesh4,917,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
05/06/2024,Ramesh1,4710,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Ramesh2,634,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Ramesh3,809,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Ramesh4,917,Intercultural(weeding operation),,,,,,,,,,,,,,,,,TRUE,,
05/06/2024,Ramesh1,4710,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Ramesh2,634,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Ramesh3,809,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
05/06/2024,Ramesh4,917,Fertiliser,,,,,,,,,,,,,,,,,,TRUE,
06/06/2024,Jagdev1,2833,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Somdev1,6829,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra1,389,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra2,956,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra3,661,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra4,1034,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra5,219,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra6,157,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra7,327,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rajendra8,359,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Dev prakash1,1052,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Dev prakash2,647,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Dev prakash3,728,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Dinesh1,1757,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Dinesh2,399,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Jaydev2,389,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Jaydev3,952,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh1,1534,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh2,665,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh3,337,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh4,578,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh5,89,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh6,95,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh7,45,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh8,525,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh9,420,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh10,385,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
06/06/2024,Rakesh11,258,Crop monitoring observation,,,,,,,,,,,,,,,,,,,
07/06/2024,Ramesh1,4710,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5711540139299927283.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Nain singh4,3355,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5391396103679100571.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Ramesh2,634,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2045736913657865378.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Ramesh4,917,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3148214943215477953.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Nain singh3,773,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5166587528809309147.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Nain singh2,2792,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2800500643536176267.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Ramesh3,809,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP575902135866396727.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Nain singh1,2685,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1181116127384691119.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas1,1224,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3522453891184552769.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas2,1620,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3544222153507377036.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas3,997,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4880080136338528952.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas4,862,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3463873060030985822.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas5,1249,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8630849242348185281.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas6,3681,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1489126147703202337.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas7,386,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1844061729283356374.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas8,981,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1930906916513599582.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas9,338,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2069254035639109648.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas10,1436,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5321905532042361999.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas11,1382,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4059400836760897581.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas12,1227,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6598080727403851776.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas13,396,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6586732412737926868.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas14,776,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6207480272604133090.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas15,1013,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4816617197640022677.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas16,164,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2857105548997981821.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas17,2781,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP170186939902733746.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas18,938,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP9198347558594883574.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas19,658,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8087742106112861856.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
07/06/2024,Charandas20,3291,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1817365967430937284.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh1,1534,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1265168967147600600.jpg,,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh2,665,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7462989230412885039.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh3,337,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3789944393967769708.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh4,578,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3243328631854153957.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh5,89,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7454125059384495441.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh6,95,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2578614435148556688.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh7,45,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2203996867804889618.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh8,525,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6308517425858249760.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh9,420,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2550701588638657110.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh10,385,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7212531256108840785.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rakesh11,258,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7769427467225543121.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra1,389,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2499906874033607593.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra2,956,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP9063897341141438274.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra3,661,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7032898627044369360.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra4,1034,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6549579796903045454.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra5,219,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4711129897469885965.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra6,157,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3102484976326728013.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra7,327,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP9004392008477554677.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Rajendra8,359,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1784607268041580969.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dev prakash1,1052,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2390368770314468489.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dev prakash2,647,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP841757541200509064.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dev prakash3,728,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6135334725922333172.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dev prakash4,2347,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2694993493379821229.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Jagdev1,2833,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1610104626860057434.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Somdev1,6829,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP960230781447839871.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Jaydev1,444,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3053921169178575337.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Jaydev2,389,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4495092723618228286.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Jaydev3,952,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1242678686406586080.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dinesh1,1757,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP153985633992173908.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
08/06/2024,Dinesh2,399,Crop monitoring observation,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3806403824574665801.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas1,1224,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8408794096931042604.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas2,1620,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4803275916870275030.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas3,997,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP9152718726107622217.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas4,862,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4492573970228028112.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas5,1249,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5211250960191065628.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas6,3681,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8159985116735109187.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas7,386,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1188570211916379816.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas8,981,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8369916995777398338.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas9,338,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2826352512246791130.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas10,1436,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4510870082431152722.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas11,1382,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4686489445705074067.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas12,1227,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7958753929606468007.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas13,396,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7375419665695201371.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas14,776,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1481464325890303739.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas15,1013,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6336274792581835905.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas16,164,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP173725788953395320.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas17,2781,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1369443808776587360.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas18,938,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2379549173369766192.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas19,658,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4973221763488440761.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Charandas20,3291,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2796944598536220268.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Nain singh4,3355,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2192168257170661361.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Nain singh1,2685,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3397880230153968940.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Nain singh2,2792,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP724672070974894608.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Nain singh3,773,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP2358766409220701968.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Ramesh1,4710,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1868494604833494518.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Ramesh2,634,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP7490601208163362863.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Ramesh3,809,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP5916000378019198791.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
10/06/2024,Ramesh4,917,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1825810150031876517.jpg,8,,,,,92.4,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Jagdev1,2833,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP1291339699639700146.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Somdev1,6829,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4549128697010157769.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Rajendra4,1034,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP637271702690909364.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Rajendra5,219,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8596900405033147336.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Rajendra6,157,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3288976959177932131.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Rajendra7,327,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP6042886275127848093.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Dev prakash1,1052,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP8043890357274055047.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Dev prakash2,647,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP539619337510912104.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Dev prakash3,728,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP4180463553932538728.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
11/06/2024,Dev prakash4,2347,Crop monitoring,https://aryaag-dev.s3.amazonaws.com/api.aryashakti.com/XCAP3926024166295938536.jpg,8,,,,,,,,,,,Normal Growth Stage,,,,,,
